Ts,ActP
1648776780,0
1648776781,0
1648776782,0
1648776783,0
1648776784,0
1648776785,0
1648776786,0
1648776787,0
1648776788,0
1648776789,0
1648776790,0
1648776791,0
1648776792,0
1648776793,0
1648776794,0
1648776795,0
1648776796,0
1648776797,0
1648776798,0
1648776799,0
1648776800,0
1648776801,0
1648776802,0
1648776803,0
1648776804,0
1648776805,0
1648776806,0
1648776807,0
1648776808,0
1648776809,0
1648776810,0
1648776811,0
1648776812,0
1648776813,0
1648776814,0
1648776815,0
1648776816,0
1648776817,0
1648776818,0
1648776819,0
1648776820,0
1648776821,0
1648776822,0
1648776823,0
1648776824,0
1648776825,0
1648776826,0
1648776827,0
1648776828,0
1648776829,0
1648776830,0
1648776831,0
1648776832,0
1648776833,0
1648776834,0
1648776835,0
1648776836,0
1648776837,0
1648776838,0
1648776839,0
1648776840,0
1648776841,0
1648776842,0
1648776843,0
1648776844,0
1648776845,0
1648776846,0
1648776847,0
1648776848,0
1648776849,0
1648776850,0
1648776851,0
1648776852,0
1648776853,0
1648776854,0
1648776855,0
1648776856,0
1648776857,0
1648776858,0
1648776859,0
1648776860,0
1648776861,0
1648776862,0
1648776863,0
1648776864,0
1648776865,0
1648776866,0
1648776867,0
1648776868,0
1648776869,0
1648776870,0
1648776871,0
1648776872,0
1648776873,0
1648776874,0
1648776875,0
1648776876,0
1648776877,0
1648776878,0
1648776879,0
1648776880,0
1648776881,0
1648776882,0
1648776883,0
1648776884,0
1648776885,0
1648776886,0
1648776887,0
1648776888,0
1648776889,0
1648776890,0
1648776891,0
1648776892,0
1648776893,0
1648776894,0
1648776895,0
1648776896,0
1648776897,0
1648776898,0
1648776899,0
1648776900,0
1648776901,0
1648776902,0
1648776903,0
1648776904,0
1648776905,0
1648776906,0
1648776907,0
1648776908,0
1648776909,0
1648776910,0
1648776911,0
1648776912,0
1648776913,0
1648776914,0
1648776915,0
1648776916,0
1648776917,0
1648776918,0
1648776919,0
1648776920,0
1648776921,0
1648776922,0
1648776923,0
1648776924,0
1648776925,0
1648776926,0
1648776927,0
1648776928,0
1648776929,0
1648776930,0
1648776931,0
1648776932,0
1648776933,0
1648776934,0
1648776935,0
1648776936,0
1648776937,0
1648776938,0
1648776939,0
1648776940,0
1648776941,0
1648776942,0
1648776943,0
1648776944,0
1648776945,0
1648776946,0
1648776947,0
1648776948,0
1648776949,0
1648776950,0
1648776951,0
1648776952,0
1648776953,0
1648776954,0
1648776955,0
1648776956,0
1648776957,0
1648776958,0
1648776959,0
1648776960,0
1648776961,0
1648776962,0
1648776963,0
1648776964,0
1648776965,0
1648776966,0
1648776967,0
1648776968,0
1648776969,0
1648776970,0
1648776971,0
1648776972,0
1648776973,0
1648776974,0
1648776975,0
1648776976,0
1648776977,0
1648776978,0
1648776979,0
1648776980,0
1648776981,0
1648776982,0
1648776983,0
1648776984,0
1648776985,0
1648776986,0
1648776987,0
1648776988,0
1648776989,0
1648776990,0
1648776991,0
1648776992,0
1648776993,0
1648776994,0
1648776995,0
1648776996,0
1648776997,0
1648776998,0
1648776999,0
1648777000,0
1648777001,0
1648777002,0
1648777003,0
1648777004,0
1648777005,0
1648777006,0
1648777007,0
1648777008,0
1648777009,0
1648777010,0
1648777011,0
1648777012,0
1648777013,0
1648777014,0
1648777015,0
1648777016,0
1648777017,0
1648777018,0
1648777019,0
1648777020,0
1648777021,0
1648777022,0
1648777023,0
1648777024,0
1648777025,0
1648777026,0
1648777027,0
1648777028,0
1648777029,0
1648777030,0
1648777031,0
1648777032,0
1648777033,0
1648777034,0
1648777035,0
1648777036,0
1648777037,0
1648777038,0
1648777039,0
1648777040,0
1648777041,0
1648777042,0
1648777044,0
1648777045,0
1648777045,0
1648777046,0
1648777047,0
1648777048,0
1648777049,0
1648777050,0
1648777051,0
1648777052,0
1648777053,0
1648777054,0
1648777055,0
1648777056,0
1648777057,0
1648777058,0
1648777059,0
1648777060,0
1648777061,0
1648777062,0
1648777063,0
1648777064,0
1648777065,0
1648777066,0
1648777067,0
1648777068,0
1648777069,0
1648777070,0
1648777071,0
1648777072,0
1648777073,0
1648777074,0
1648777075,0
1648777076,0
1648777077,0
1648777078,0
1648777079,0
1648777080,0
1648777081,0
1648777082,0
1648777083,0
1648777084,0
1648777085,0
1648777086,0
1648777087,0
1648777088,0
1648777089,0
1648777090,0
1648777091,0
1648777092,0
1648777093,0
1648777094,0
1648777095,0
1648777096,0
1648777097,0
1648777098,0
1648777099,0
1648777100,0
1648777101,0
1648777102,0
1648777103,0
1648777104,0
1648777105,0
1648777106,0
1648777107,0
1648777108,0
1648777109,0
1648777110,0
1648777111,0
1648777112,0
1648777113,0
1648777114,0
1648777115,0
1648777116,0
1648777117,0
1648777118,0
1648777119,0
1648777120,0
1648777121,0
1648777122,0
1648777123,0
1648777124,0
1648777125,0
1648777126,0
1648777127,0
1648777128,0
1648777129,0
1648777130,0
1648777131,0
1648777132,0
1648777133,0
1648777134,0
1648777135,0
1648777136,0
1648777137,0
1648777138,0
1648777139,0
1648777140,0
1648777141,0
1648777142,0
1648777143,0
1648777144,0
1648777145,0
1648777146,0
1648777147,0
1648777148,0
1648777149,0
1648777150,0
1648777151,0
1648777152,0
1648777153,0
1648777154,0
1648777155,0
1648777156,0
1648777157,0
1648777158,0
1648777159,0
1648777160,0
1648777161,0
1648777162,0
1648777163,0
1648777164,0
1648777165,0
1648777166,0
1648777167,0
1648777168,0
1648777169,0
1648777170,0
1648777171,0
1648777172,0
1648777173,0
1648777174,0
1648777175,0
1648777176,0
1648777177,0
1648777178,0
1648777179,0
1648777180,0
1648777181,0
1648777182,0
1648777183,0
1648777184,0
1648777185,0
1648777186,0
1648777187,0
1648777188,0
1648777189,0
1648777190,0
1648777191,0
1648777192,0
1648777193,0
1648777194,0
1648777195,0
1648777196,0
1648777197,0
1648777198,0
1648777199,0
1648777200,0
1648777201,0
1648777202,0
1648777203,0
1648777204,0
1648777205,0
1648777206,0
1648777207,0
1648777208,0
1648777209,0
1648777210,0
1648777211,0
1648777212,0
1648777213,0
1648777214,0
1648777215,0
1648777216,0
1648777217,0
1648777218,0
1648777219,0
1648777220,0
1648777221,0
1648777222,0
1648777223,0
1648777224,0
1648777225,0
1648777226,0
1648777227,0
1648777228,0
1648777229,0
1648777230,0
1648777231,0
1648777232,0
1648777233,0
1648777234,0
1648777235,0
1648777236,0
1648777237,0
1648777238,0
1648777239,0
1648777240,0
1648777241,0
1648777242,0
1648777243,0
1648777244,0
1648777245,0
1648777246,0
1648777247,0
1648777248,0
1648777249,0
1648777250,0
1648777251,0
1648777252,0
1648777253,0
1648777254,0
1648777255,0
1648777256,0
1648777257,0
1648777258,0
1648777259,0
1648777260,0
1648777261,0
1648777262,0
1648777263,0
1648777264,0
1648777265,0
1648777266,0
1648777267,0
1648777268,0
1648777269,0
1648777270,0
1648777271,0
1648777272,0
1648777273,0
1648777274,0
1648777275,0
1648777276,0
1648777277,0
1648777278,0
1648777279,0
1648777280,0
1648777281,0
1648777282,0
1648777283,0
1648777284,0
1648777285,0
1648777286,0
1648777287,0
1648777288,0
1648777289,0
1648777290,0
1648777291,0
1648777292,0
1648777293,0
1648777294,0
1648777295,0
1648777296,0
1648777297,0
1648777298,0
1648777299,0
1648777300,0
1648777301,0
1648777302,0
1648777303,0
1648777304,0
1648777305,0
1648777306,0
1648777307,0
1648777308,0
1648777309,0
1648777310,0
1648777311,0
1648777312,0
1648777313,0
1648777314,0
1648777315,0
1648777316,0
1648777317,0
1648777318,0
1648777319,0
1648777320,0
1648777321,0
1648777322,0
1648777323,0
1648777324,0
1648777325,0
1648777326,0
1648777327,0
1648777328,0
1648777329,0
1648777330,0
1648777331,0
1648777332,0
1648777333,0
1648777334,0
1648777335,0
1648777336,0
1648777337,0
1648777338,0
1648777339,0
1648777340,0
1648777341,0
1648777342,0
1648777343,0
1648777344,0
1648777345,0
1648777346,0
1648777347,0
1648777348,0
1648777349,0
1648777350,0
1648777351,0
1648777352,0
1648777353,0
1648777354,0
1648777355,0
1648777356,0
1648777357,0
1648777358,0
1648777359,0
1648777360,0
1648777361,0
1648777362,0
1648777363,0
1648777364,0
1648777365,0
1648777366,0
1648777367,0
1648777368,0
1648777369,0
1648777370,0
1648777371,0
1648777372,0
1648777373,0
1648777374,0
1648777375,0
1648777376,0
1648777377,0
1648777378,0
1648777379,0
1648777380,0
1648777381,0
1648777382,0
1648777383,0
1648777384,0
1648777385,0
1648777386,0
1648777387,0
1648777388,0
1648777389,0
1648777390,0
1648777391,0
1648777392,0
1648777393,0
1648777394,0
1648777395,0
1648777396,0
1648777397,0
1648777398,0
1648777399,0
1648777400,0
1648777401,0
1648777402,0
1648777403,0
1648777404,0
1648777405,0
1648777406,0
1648777407,0
1648777408,0
1648777409,0
1648777410,0
1648777411,0
1648777412,0
1648777413,0
1648777414,0
1648777415,0
1648777416,0
1648777417,0
1648777418,0
1648777419,0
1648777420,0
1648777421,0
1648777422,0
1648777423,0
1648777424,0
1648777425,0
1648777426,0
1648777427,0
1648777428,0
1648777429,0
1648777430,0
1648777431,0
1648777432,0
1648777433,0
1648777434,0
1648777435,0
1648777436,0
1648777437,0
1648777438,0
1648777439,0
1648777440,0
1648777441,0
1648777442,0
1648777443,0
1648777444,0
1648777445,0
1648777446,0
1648777447,0
1648777448,0
1648777449,0
1648777450,0
1648777451,0
1648777452,0
1648777453,0
1648777454,0
1648777455,0
1648777456,0
1648777457,0
1648777458,0
1648777459,0
1648777460,0
1648777461,0
1648777462,0
1648777463,0
1648777464,0
1648777465,0
1648777466,0
1648777467,0
1648777468,0
1648777469,0
1648777470,0
1648777471,0
1648777472,0
1648777473,0
1648777474,0
1648777475,0
1648777476,0
1648777477,0
1648777478,0
1648777479,0
1648777480,0
1648777481,0
1648777482,0
1648777483,0
1648777484,0
1648777485,0
1648777486,0
1648777487,0
1648777488,0
1648777489,0
1648777490,0
1648777491,0
1648777492,0
1648777493,0
1648777494,0
1648777495,0
1648777496,0
1648777497,0
1648777498,0
1648777499,0
1648777500,0
1648777501,0
1648777502,0
1648777503,0
1648777504,0
1648777505,0
1648777506,0
1648777507,0
1648777508,0
1648777509,0
1648777510,0
1648777511,0
1648777512,0
1648777513,0
1648777514,0
1648777515,0
1648777516,0
1648777517,0
1648777518,0
1648777519,0
1648777520,0
1648777521,0
1648777522,0
1648777523,0
1648777524,0
1648777525,0
1648777526,0
1648777527,0
1648777528,0
1648777529,0
1648777530,0
1648777531,0
1648777532,0
1648777533,0
1648777534,0
1648777535,0
1648777536,0
1648777537,0
1648777538,0
1648777539,0
1648777540,0
1648777541,0
1648777542,0
1648777543,0
1648777544,0
1648777545,0
1648777546,0
1648777547,0
1648777548,0
1648777549,0
1648777550,0
1648777551,0
1648777552,0
1648777553,0
1648777554,0
1648777555,0
1648777556,0
1648777557,0
1648777558,0
1648777559,0
1648777560,0
1648777561,0
1648777562,0
1648777563,0
1648777564,0
1648777565,0
1648777566,0
1648777567,0
1648777568,0
1648777569,0
1648777570,0
1648777571,0
1648777572,0
1648777573,0
1648777574,0
1648777575,0
1648777576,0
1648777577,0
1648777578,0
1648777579,0
1648777580,0
1648777581,0
1648777582,0
1648777583,0
1648777584,0
1648777585,0
1648777586,0
1648777587,0
1648777588,0
1648777589,0
1648777590,0
1648777591,0
1648777592,0
1648777593,0
1648777594,0
1648777595,0
1648777596,0
1648777597,0
1648777598,0
1648777599,0
1648777600,0
1648777601,0
1648777602,0
1648777603,0
1648777604,0
1648777605,0
1648777606,0
1648777607,0
1648777608,0
1648777609,0
1648777610,0
1648777611,0
1648777612,0
1648777613,0
1648777614,0
1648777615,0
1648777616,0
1648777617,0
1648777618,0
1648777619,0
1648777620,0
1648777621,0
1648777622,0
1648777623,0
1648777624,0
1648777625,0
1648777626,0
1648777627,0
1648777628,0
1648777629,0
1648777630,0
1648777631,0
1648777632,0
1648777633,0
1648777634,0
1648777635,0
1648777636,0
1648777637,0
1648777638,0
1648777639,0
1648777640,0
1648777641,0
1648777644,0
1648777644,0
1648777644,0
1648777646,0
1648777647,0
1648777647,0
1648777648,0
1648777649,0
1648777650,0
1648777651,0
1648777652,0
1648777653,0
1648777654,0
1648777655,0
1648777656,0
1648777657,0
1648777658,0
1648777659,0
1648777660,0
1648777661,0
1648777662,0
1648777663,0
1648777664,0
1648777665,0
1648777666,0
1648777667,0
1648777668,0
1648777669,0
1648777670,0
1648777671,0
1648777672,0
1648777673,0
1648777674,0
1648777675,0
1648777676,0
1648777677,0
1648777678,0
1648777679,0
1648777680,0
1648777681,0
1648777682,0
1648777683,0
1648777684,0
1648777685,0
1648777686,0
1648777687,0
1648777688,0
1648777689,0
1648777690,0
1648777691,0
1648777692,0
1648777693,0
1648777694,0
1648777695,0
1648777696,0
1648777697,0
1648777698,0
1648777699,0
1648777700,0
1648777701,0
1648777702,0
1648777703,0
1648777704,0
1648777705,0
1648777706,0
1648777707,0
1648777708,0
1648777709,0
1648777710,0
1648777711,0
1648777712,0
1648777713,0
1648777714,0
1648777715,0
1648777716,0
1648777717,0
1648777718,0
1648777719,0
1648777720,0
1648777721,0
1648777722,0
1648777723,0
1648777724,0
1648777725,0
1648777726,0
1648777727,0
1648777728,0
1648777729,0
1648777730,0
1648777731,0
1648777732,0
1648777733,0
1648777734,0
1648777735,0
1648777736,0
1648777737,0
1648777738,0
1648777739,0
1648777740,0
1648777741,0
1648777742,0
1648777743,0
1648777744,0
1648777745,0
1648777746,0
1648777747,0
1648777748,0
1648777749,0
1648777750,0
1648777751,0
1648777752,0
1648777753,0
1648777754,0
1648777755,0
1648777756,0
1648777757,0
1648777758,0
1648777759,0
1648777760,0
1648777761,0
1648777762,0
1648777763,0
1648777764,0
1648777765,0
1648777766,0
1648777767,0
1648777768,0
1648777769,0
1648777770,0
1648777771,0
1648777772,0
1648777773,0
1648777774,0
1648777775,0
1648777776,0
1648777777,0
1648777778,0
1648777779,0
1648777780,0
1648777781,0
1648777782,0
1648777783,0
1648777784,0
1648777785,0
1648777786,0
1648777787,0
1648777788,0
1648777789,0
1648777790,0
1648777791,0
1648777792,0
1648777793,0
1648777794,0
1648777795,0
1648777796,0
1648777797,0
1648777798,0
1648777799,0
1648777800,0
1648777801,0
1648777802,0
1648777803,0
1648777804,0
1648777805,0
1648777806,0
1648777807,0
1648777808,0
1648777809,0
1648777810,0
1648777811,0
1648777812,0
1648777813,0
1648777814,0
1648777815,0
1648777816,0
1648777817,0
1648777818,0
1648777819,0
1648777820,0
1648777821,0
1648777822,0
1648777823,0
1648777824,0
1648777825,0
1648777826,0
1648777827,0
1648777828,0
1648777829,0
1648777830,0
1648777831,0
1648777832,0
1648777833,0
1648777834,0
1648777835,0
1648777836,0
1648777837,0
1648777838,0
1648777839,0
1648777840,0
1648777841,0
1648777842,0
1648777843,0
1648777844,0
1648777845,0
1648777846,0
1648777847,0
1648777848,0
1648777849,0
1648777850,0
1648777851,0
1648777852,0
1648777853,0
1648777854,0
1648777855,0
1648777856,0
1648777857,0
1648777858,0
1648777859,0
1648777860,0
1648777861,0
1648777862,0
1648777863,0
1648777864,0
1648777865,0
1648777866,0
1648777867,0
1648777868,0
1648777869,0
1648777870,0
1648777871,0
1648777872,0
1648777873,0
1648777874,0
1648777875,0
1648777876,0
1648777877,0
1648777878,0
1648777879,0
1648777880,0
1648777881,0
1648777882,0
1648777883,0
1648777884,0
1648777885,0
1648777886,0
1648777887,0
1648777888,0
1648777889,0
1648777890,0
1648777891,0
1648777892,0
1648777893,0
1648777894,0
1648777895,0
1648777896,0
1648777897,0
1648777898,0
1648777899,0
1648777900,0
1648777901,0
1648777902,0
1648777903,0
1648777904,0
1648777905,0
1648777906,0
1648777907,0
1648777908,0
1648777909,0
1648777910,0
1648777911,0
1648777912,0
1648777913,0
1648777914,0
1648777915,0
1648777916,0
1648777917,0
1648777918,0
1648777919,0
1648777920,0
1648777921,0
1648777922,0
1648777923,0
1648777924,0
1648777925,0
1648777926,0
1648777927,0
1648777928,0
1648777929,0
1648777930,0
1648777931,0
1648777932,0
1648777933,0
1648777934,0
1648777935,0
1648777936,0
1648777937,0
1648777938,0
1648777939,0
1648777940,0
1648777941,0
1648777942,0
1648777943,0
1648777944,0
1648777945,0
1648777946,0
1648777947,0
1648777948,0
1648777949,0
1648777950,0
1648777951,0
1648777952,0
1648777953,0
1648777954,0
1648777955,0
1648777956,0
1648777957,0
1648777958,0
1648777959,0
1648777960,0
1648777961,0
1648777962,0
1648777963,0
1648777964,0
1648777965,0
1648777966,0
1648777967,0
1648777968,0
1648777969,0
1648777970,0
1648777971,0
1648777972,0
1648777973,0
1648777974,0
1648777975,0
1648777976,0
1648777977,0
1648777978,0
1648777979,0
1648777980,0
1648777981,0
1648777982,0
1648777983,0
1648777984,0
1648777985,0
1648777986,0
1648777987,0
1648777988,0
1648777989,0
1648777990,0
1648777991,0
1648777992,0
1648777993,0
1648777994,0
1648777995,0
1648777996,0
1648777997,0
1648777998,0
1648777999,0
1648778000,0
1648778001,0
1648778002,0
1648778003,0
1648778004,0
1648778005,0
1648778006,0
1648778007,0
1648778008,0
1648778009,0
1648778010,0
1648778011,0
1648778012,0
1648778013,0
1648778014,0
1648778015,0
1648778016,0
1648778017,0
1648778018,0
1648778019,0
1648778020,0
1648778021,0
1648778022,0
1648778023,0
1648778024,0
1648778025,0
1648778026,0
1648778027,0
1648778028,0
1648778029,0
1648778030,0
1648778031,0
1648778032,0
1648778033,0
1648778034,0
1648778035,0
1648778036,0
1648778037,0
1648778038,0
1648778039,0
1648778040,0
1648778041,0
1648778042,0
1648778043,0
1648778044,0
1648778045,0
1648778046,0
1648778047,0
1648778048,0
1648778049,0
1648778050,0
1648778051,0
1648778052,0
1648778053,0
1648778054,0
1648778055,0
1648778056,0
1648778057,0
1648778058,0
1648778059,0
1648778060,0
1648778061,0
1648778062,0
1648778063,0
1648778064,0
1648778065,0
1648778066,0
1648778067,0
1648778068,0
1648778069,0
1648778070,0
1648778071,0
1648778072,0
1648778073,0
1648778074,0
1648778075,0
1648778076,0
1648778077,0
1648778078,0
1648778079,0
1648778080,0
1648778081,0
1648778082,0
1648778083,0
1648778084,0
1648778085,605
1648778086,608
1648778087,381
1648778088,66
1648778089,61
1648778090,59
1648778091,59
1648778092,59
1648778093,59
1648778094,59
1648778095,59
1648778096,58
1648778097,58
1648778098,58
1648778099,58
1648778100,58
1648778101,58
1648778102,57
1648778103,57
1648778104,57
1648778105,57
1648778106,57
1648778107,57
1648778108,57
1648778109,57
1648778110,56
1648778111,56
1648778112,56
1648778113,56
1648778114,56
1648778115,56
1648778116,56
1648778117,56
1648778118,55
1648778119,55
1648778120,55
1648778121,55
1648778122,55
1648778123,55
1648778124,55
1648778125,54
1648778126,54
1648778127,54
1648778128,54
1648778129,53
1648778130,53
1648778131,53
1648778132,53
1648778133,53
1648778134,53
1648778135,52
1648778136,52
1648778137,52
1648778138,52
1648778139,52
1648778140,52
1648778141,52
1648778142,52
1648778143,52
1648778144,52
1648778145,52
1648778146,52
1648778147,52
1648778148,53
1648778149,53
1648778150,53
1648778151,53
1648778152,52
1648778153,52
1648778154,53
1648778155,52
1648778156,52
1648778157,52
1648778158,53
1648778159,52
1648778160,52
1648778161,52
1648778162,52
1648778163,52
1648778164,52
1648778165,52
1648778166,52
1648778167,52
1648778168,52
1648778169,53
1648778170,52
1648778171,52
1648778172,53
1648778173,53
1648778174,53
1648778175,53
1648778176,52
1648778177,52
1648778178,52
1648778179,53
1648778180,52
1648778181,52
1648778182,52
1648778183,52
1648778184,52
1648778185,52
1648778186,52
1648778187,52
1648778188,52
1648778189,52
1648778190,52
1648778191,52
1648778192,52
1648778193,52
1648778194,52
1648778195,52
1648778196,52
1648778197,52
1648778198,52
1648778199,52
1648778200,52
1648778201,52
1648778202,52
1648778203,52
1648778204,52
1648778205,52
1648778206,52
1648778207,52
1648778208,52
1648778209,52
1648778210,52
1648778211,52
1648778212,52
1648778213,52
1648778214,52
1648778215,52
1648778216,52
1648778217,52
1648778218,52
1648778219,52
1648778220,52
1648778221,52
1648778222,52
1648778223,52
1648778224,52
1648778225,52
1648778226,52
1648778227,52
1648778228,52
1648778229,52
1648778230,52
1648778231,52
1648778232,52
1648778233,52
1648778234,51
1648778235,51
1648778236,51
1648778237,52
1648778238,51
1648778239,51
1648778240,51
1648778241,51
1648778242,51
1648778243,51
1648778244,51
1648778246,51
1648778246,51
1648778248,51
1648778248,51
1648778249,51
1648778250,52
1648778251,51
1648778252,51
1648778253,51
1648778254,51
1648778255,51
1648778256,51
1648778257,51
1648778258,51
1648778259,51
1648778260,51
1648778261,51
1648778262,51
1648778263,51
1648778264,51
1648778265,51
1648778266,51
1648778267,51
1648778268,51
1648778269,51
1648778270,51
1648778271,51
1648778272,51
1648778273,51
1648778274,51
1648778275,51
1648778276,51
1648778277,50
1648778278,51
1648778279,51
1648778280,50
1648778281,51
1648778282,50
1648778283,50
1648778284,50
1648778285,50
1648778286,50
1648778287,51
1648778288,50
1648778289,50
1648778290,50
1648778291,50
1648778292,50
1648778293,50
1648778294,50
1648778295,50
1648778296,50
1648778297,50
1648778298,50
1648778299,50
1648778300,50
1648778301,50
1648778302,50
1648778303,50
1648778304,50
1648778305,50
1648778306,50
1648778307,50
1648778308,50
1648778309,50
1648778310,50
1648778311,50
1648778312,50
1648778313,49
1648778314,50
1648778315,50
1648778316,49
1648778317,49
1648778318,49
1648778319,49
1648778320,49
1648778321,49
1648778322,49
1648778323,49
1648778324,50
1648778325,49
1648778326,49
1648778327,49
1648778328,50
1648778329,50
1648778330,49
1648778331,49
1648778332,49
1648778333,50
1648778334,49
1648778335,49
1648778336,49
1648778337,49
1648778338,49
1648778339,49
1648778340,49
1648778341,49
1648778342,50
1648778343,49
1648778344,49
1648778345,49
1648778346,49
1648778347,50
1648778348,50
1648778349,49
1648778350,49
1648778351,50
1648778352,50
1648778353,49
1648778354,49
1648778355,49
1648778356,50
1648778357,50
1648778358,49
1648778359,50
1648778360,49
1648778361,49
1648778362,49
1648778363,49
1648778364,49
1648778365,50
1648778366,49
1648778367,49
1648778368,50
1648778369,50
1648778370,50
1648778371,50
1648778372,50
1648778373,50
1648778374,50
1648778375,50
1648778376,49
1648778377,49
1648778378,49
1648778379,49
1648778380,50
1648778381,49
1648778382,49
1648778383,49
1648778384,49
1648778385,49
1648778386,49
1648778387,50
1648778388,49
1648778389,49
1648778390,49
1648778391,49
1648778392,49
1648778393,49
1648778394,50
1648778395,49
1648778396,49
1648778397,50
