Id,ActP__variance_larger_than_standard_deviation,ActP__sum_values,ActP__mean_abs_change,ActP__mean_change,ActP__median,ActP__mean,ActP__length,ActP__standard_deviation,ActP__variation_coefficient,ActP__variance,ActP__skewness,ActP__kurtosis,ActP__root_mean_square,ActP__count_above_mean,ActP__count_below_mean,ActP__maximum,ActP__absolute_maximum,ActP__minimum,ActP__number_peaks__n_5,"ActP__fft_aggregated__aggtype_""centroid""","ActP__fft_aggregated__aggtype_""variance""","ActP__fft_aggregated__aggtype_""skew""","ActP__fft_aggregated__aggtype_""kurtosis""",ActP__fourier_entropy__bins_5,ActP__fourier_entropy__bins_10,Current__variance_larger_than_standard_deviation,Current__sum_values,Current__mean_abs_change,Current__mean_change,Current__median,Current__mean,Current__length,Current__standard_deviation,Current__variation_coefficient,Current__variance,Current__skewness,Current__kurtosis,Current__root_mean_square,Current__count_above_mean,Current__count_below_mean,Current__maximum,Current__absolute_maximum,Current__minimum,Current__number_peaks__n_5,"Current__fft_aggregated__aggtype_""centroid""","Current__fft_aggregated__aggtype_""variance""","Current__fft_aggregated__aggtype_""skew""","Current__fft_aggregated__aggtype_""kurtosis""",Current__fourier_entropy__bins_5,Current__fourier_entropy__bins_10,Vibration__variance_larger_than_standard_deviation,Vibration__sum_values,Vibration__mean_abs_change,Vibration__mean_change,Vibration__median,Vibration__mean,Vibration__length,Vibration__standard_deviation,Vibration__variation_coefficient,Vibration__variance,Vibration__skewness,Vibration__kurtosis,Vibration__root_mean_square,Vibration__count_above_mean,Vibration__count_below_mean,Vibration__maximum,Vibration__absolute_maximum,Vibration__minimum,Vibration__number_peaks__n_5,"Vibration__fft_aggregated__aggtype_""centroid""","Vibration__fft_aggregated__aggtype_""variance""","Vibration__fft_aggregated__aggtype_""skew""","Vibration__fft_aggregated__aggtype_""kurtosis""",Vibration__fourier_entropy__bins_5,Vibration__fourier_entropy__bins_10,ActP__variance_larger_than_standard_deviation.1,ActP__sum_values.1,ActP__mean_abs_change.1,ActP__mean_change.1,ActP__median.1,ActP__mean.1,ActP__length.1,ActP__standard_deviation.1,ActP__variation_coefficient.1,ActP__variance.1,ActP__skewness.1,ActP__kurtosis.1,ActP__root_mean_square.1,ActP__count_above_mean.1,ActP__count_below_mean.1,ActP__maximum.1,ActP__absolute_maximum.1,ActP__minimum.1,ActP__number_peaks__n_5.1,"ActP__fft_aggregated__aggtype_""centroid"".1","ActP__fft_aggregated__aggtype_""variance"".1","ActP__fft_aggregated__aggtype_""skew"".1","ActP__fft_aggregated__aggtype_""kurtosis"".1",ActP__fourier_entropy__bins_5.1,ActP__fourier_entropy__bins_10.1
2022-03-12_03.09.30_2022-03-12_03.50.54,1,116951,0.483293959,0,46,39.4571525,2964,25.77251488,0.653177263,664.2225231,11.13464496,263.8243729,47.12843522,2454,510,644,644,0,8,422.3999523,171443.4492,1.090865862,6.467117192,0.662924466,1.156735279,0,225067.002,0.006273244,-3.58E-07,1.833,1.831599951,122880,0.063873019,0.0348728,0.004079763,-0.003521797,17.91572143,1.832713328,62362,60518,2.327,2.327,1.339,2337,3513.197128,97849566.69,3.891600518,18.27158555,0.090728994,0.13600217,1,226366102,22.93938753,5.70E-05,1841,1842.172054,122880,30.02093812,0.01629649,901.2567255,5.398136782,2098.200069,1842.416656,56652,66228,4095,4095,0,10632,22355.07671,370334927.6,0.179188019,7.143927387,0.741913126,1.340647554,1,1291195,0.203972409,-0.000550422,0,15.12115002,85390,24.45920856,1.617549494,598.2528833,5.27272211,110.9658114,28.7559048,27024,58366,644,644,0,102,13068.98403,136611208.3,0.879736104,7.510290336,0.278097576,0.840902518
2022-06-12_20.03.44_2022-06-12_20.28.12,1,71670,0.673511294,0,48,36.77270395,1949,30.33405857,0.824906937,920.1551092,8.539777395,159.1192108,47.6695591,1438,511,591,591,0,5,274.4714389,72046.45521,1.10895238,6.596315966,0.622610328,1.066264433,0,224634.84,0.005955761,-6.51E-08,1.828,1.828083008,122880,0.060356456,0.033016256,0.003642902,-0.03666333,17.48889385,1.829079109,61389,61491,2.282,2.282,1.342,2316,3393.734585,94125724.11,3.955524859,18.84686116,0.090728994,0.090728994,1,227872619,9.518347317,8.95E-05,1855,1854.432121,122880,12.34242141,0.006655634,152.3353664,42.7463911,7378.40209,1854.473194,65037,57843,3993,3993,1554,9777,14084.29877,362065458.4,1.079621885,3.63960189,1.027841274,1.484621435,1,1862251,0.382162965,0,0,21.44116563,86854,28.73220261,1.340048536,825.5394669,5.893628824,110.8736919,35.85056556,37528,49326,645,645,0,145,13256.04691,133953688.3,0.945963732,8.189024988,0.322205986,0.874691365
2022-03-14_20.03.56_2022-03-14_20.43.16,1,111360,0.527098831,0,46,39.43342776,2824,26.02678592,0.66001835,677.3935851,10.94227646,253.6328388,47.24816198,2330,494,637,637,0,6,404.8764685,156830.1626,1.081185352,6.467165178,0.65338962,1.145556589,0,225074.089,0.006283197,-8.95E-08,1.833,1.831657625,122880,0.062661081,0.03421004,0.003926411,-0.014124732,18.29650982,1.832729131,63254,59626,2.326,2.326,1.338,2426,3909.531474,98934094.09,3.742609,17.29467822,0.090728994,0.13600217,1,226366117,29.18861644,0,1841,1842.172176,122880,39.44508254,0.021412267,1555.914537,5.533951308,1264.343009,1842.594432,58408,64472,4095,4095,0,10572,24435.48496,342146905.7,-0.074663445,10.9174677,0.835259197,1.264419613,1,1186602,0.168742281,0,0,13.69545948,86642,23.73908927,1.733354716,563.5443595,5.375051793,115.3710716,27.40638557,24859,61783,652,652,0,103,12701.73647,135605718.5,0.988088308,7.349996187,0.492497592,0.996182787
2022-04-14_00.47.06_2022-04-14_01.17.55,1,88991,0.594501718,0,47,38.20996136,2329,27.448647,0.718363642,753.4282219,8.566922719,176.502382,47.04709735,1819,510,605,605,0,4,309.9855927,93189.50878,1.175565394,6.85301099,0.567949011,1.041853044,0,225133.952,0.006145566,-3.66E-07,1.834,1.832144792,122880,0.062329456,0.03401994,0.003884961,-0.038664786,17.84213805,1.833204707,63980,58900,2.308,2.308,1.344,2367,3526.874562,98579110.35,3.875390732,18.13687351,0.090728994,0.13600217,1,226420326,12.23978874,-0.000122071,1841,1842.61333,122880,11.26288244,0.00611245,126.8525209,0.06403427,11.62929771,1842.647752,56053,66827,2091,2091,1649,11162,13882.16791,363863312.4,0.994163333,3.349153222,0.278097576,0.67408583,1,1516766,0.289740828,0,0,19.22244189,78906,26.61261465,1.384455461,708.2312587,5.162560423,101.3428351,32.82885211,31360,47546,636,636,0,113,11672.65982,109558259.3,0.959000021,7.710007767,0.398680043,0.920179997
2022-04-20_10.09.42_2022-04-20_10.43.26,1,96081,0.574510587,0,46,38.37100639,2504,27.34779499,0.712720295,747.901891,9.95585422,214.1617033,47.11938054,1994,510,609,609,0,7,353.0105156,119857.2274,1.110299941,6.546980165,0.697668975,1.193377614,0,224990.15,0.006215846,-1.22E-07,1.831,1.830974528,122880,0.062770589,0.034282612,0.003940147,-0.042675542,17.95593485,1.832050182,64313,58567,2.318,2.318,1.332,2413,3516.189233,98442295.12,3.87959392,18.14195187,0.090728994,0.090728994,1,226293726,17.03315457,8.95E-05,1841,1841.583057,122880,15.62035773,0.008482027,243.9955756,1.542927855,103.4076593,1841.649302,57358,65522,2749,2749,1549,11045,17845.97498,410383060.3,0.601327423,3.660130073,0.415851437,0.960276914,1,1497415,0.257505787,0,0,17.2445701,86834,26.12056754,1.514712596,682.2840485,5.699721857,115.2315931,31.29950872,31128,55706,638,638,0,109,12863.33614,136043814.3,0.997297173,7.561501284,0.415851437,0.926940455
2022-04-29_01.40.04_2022-04-29_02.11.30,1,90070,0.629175476,0,47,38.06846999,2366,28.8590221,0.758082006,832.8431563,10.56406533,225.4917516,47.77082335,1856,510,665,665,0,6,344.902606,111313.1155,1.058010238,6.543852184,0.729769048,1.224106115,0,224883.268,0.006115846,1.71E-07,1.83,1.83010472,122880,0.062573502,0.034191214,0.003915443,-0.035840865,18.33432178,1.83117414,61412,61468,2.315,2.315,1.333,2360,3538.731882,98176388.65,3.864596366,18.0507737,0.090728994,0.090728994,1,226187361,15.62051286,2.44E-05,1840,1840.717456,122880,12.95073528,0.0070357,167.7215442,-0.089275469,7.766719562,1840.763014,57837,65043,2097,2097,1547,10484,14056.78612,369411662.2,0.92372484,3.160786048,0.200814335,0.31033698,1,1495334,0.261890441,0,0,17.29569613,86457,26.33802242,1.522807884,693.691425,5.803329294,116.746792,31.50924514,30936,55521,665,665,0,113,12723.08142,135245019.1,1.025305995,7.456775803,0.519445499,0.980573453
2022-04-14_12.45.31_2022-04-14_13.14.58,1,85209,0.588601959,0,47,37.9212283,2247,28.73241849,0.757686915,825.5518725,9.303328243,188.2110987,47.57700525,1737,510,606,606,0,4,315.7272169,95437.93324,1.112839829,6.604463963,0.6787306,1.193862426,0,225049.131,0.006134783,4.88E-08,1.833,1.831454517,122880,0.062058727,0.03388494,0.003851286,-0.024126424,17.98066865,1.832505643,62620,60260,2.317,2.317,1.35,2398,3545.601944,100070238.3,3.855796926,17.92700567,0.090728994,0.13600217,1,226343581,13.21140309,0.000113933,1841,1841.988778,122880,12.52158148,0.00679786,156.7900026,0.678463339,36.17682136,1842.031337,58119,64761,2362,2362,1664,11408,14930.75429,381266192.7,0.894795045,3.335456502,0.387336656,0.834094984,1,1612348,0.284770735,0,0,18.61747725,86604,26.82115825,1.440644073,719.3745299,5.458223467,106.596346,32.64942556,33182,53422,650,650,0,119,12598.44714,130260727.6,1.042601683,7.729718277,0.30073969,0.854441885
2022-04-12_20.08.05_2022-04-12_20.39.44,1,90519,0.581160639,0,47,38.04918033,2379,27.40168137,0.720164827,750.852142,9.051404598,187.038205,46.8891487,1869,510,592,592,0,7,331.8699484,105957.3126,1.114197618,6.595357551,0.670213936,1.18732298,0,224800.261,0.006118678,-3.50E-07,1.83,1.829429207,122880,0.062290989,0.034049412,0.003880167,-0.019169236,17.65066252,1.830489386,62454,60426,2.303,2.303,1.344,2515,3607.585727,99715170.13,3.824036707,17.73714873,0.090728994,0.13600217,1,226092808,12.52278257,-4.07E-05,1840,1839.947982,122880,12.0705269,0.006560254,145.6976196,-0.087740023,19.24341691,1839.987574,71386,51494,2146,2146,1533,11183,14385.3899,362933834.8,0.931312682,3.385313901,0.334825109,0.763834323,1,1585150,0.277468098,-0.000529783,0,18.25599742,86829,26.54180949,1.453867947,704.4676512,5.466576967,108.3818579,32.21411326,32761,54068,639,639,0,118,12599.86081,131467156.3,1.030795541,7.617033866,0.432357938,0.932766994
2022-04-24_21.25.29_2022-04-24_22.00.19,1,98569,0.545738858,0,46,38.51856194,2559,26.34658578,0.683997129,694.1425824,9.145249776,197.5618736,46.66714258,2049,510,605,605,0,4,343.1047064,114965.6778,1.175995408,6.770045392,0.622610328,1.083348855,0,224848.694,0.006207049,2.93E-07,1.831,1.829823356,122880,0.063159665,0.03451681,0.003989143,-0.026122727,17.74633352,1.830913067,63361,59519,2.32,2.32,1.343,2409,3610.737055,101743039.9,3.803071272,17.47729229,0.090728994,0.090728994,1,226153750,20.17734519,-1.63E-05,1840,1840.443929,122880,20.15034629,0.010948634,406.0364557,0.108512482,34.15472532,1840.554235,57741,65139,2523,2523,1402,11058,19745.34956,406461297.9,0.378844778,4.428083171,0.460283992,0.926587769,1,1345677,0.208743509,0,0,15.4935524,86854,25.04177179,1.616270507,627.0903342,5.582373493,116.6862722,29.44724945,28077,58777,651,651,0,89,12738.323,132625275.8,1.015561531,7.689734671,0.380794496,0.903740956
2022-03-14_12.02.25_2022-03-14_12.46.24,1,126047,0.457985888,0,47,40.41263225,3119,25.07169548,0.620392538,628.5899142,10.61009143,254.1683621,47.55807776,2609,510,612,612,0,11,436.8426332,186521.3306,1.117707339,6.456843276,0.680960404,1.165947117,0,225193.406,0.006354739,-4.07E-07,1.834,1.83262863,122880,0.064083476,0.034968065,0.004106692,-0.00906048,17.83183951,1.833748725,65324,57556,2.335,2.335,1.333,2584,3540.080274,98862682.74,3.868869237,18.05893842,0.090728994,0.13600217,1,226474768,26.85598841,-0.000236005,1842,1843.05638,122880,39.49991341,0.021431744,1560.243159,8.904528227,1455.769659,1843.479608,56918,65962,4095,4095,0,10671,23733.83857,330964349.7,0.02115159,10.51277252,0.800952097,1.30419109,1,1175500,0.151926783,-0.000553972,0,13.56638353,86648,23.42250667,1.726510726,548.6138187,5.111591539,109.7159708,27.06770365,24727,61921,652,652,0,92,12628.37523,135667520.4,0.992517374,7.259100555,0.228464705,0.792466661
2022-04-08_20.57.52_2022-04-08_21.30.46,1,94146,0.57480636,0,47,38.36430318,2454,26.98655158,0.703428691,728.2739662,9.118465818,193.8759706,46.90515669,1944,510,609,609,0,6,339.70227,108721.7396,1.098422528,6.759742987,0.611591328,1.066986195,0,224792.884,0.006228176,1.14E-07,1.83,1.829369173,122880,0.063044758,0.034462567,0.003974642,-0.002326402,17.78704224,1.830455193,61937,60943,2.321,2.321,1.339,2423,3571.144772,99662978.27,3.845916001,17.86867282,0.090728994,0.090728994,1,226091822,17.97378722,2.44E-05,1840,1839.939958,122880,14.95706992,0.008129108,223.7139405,4.624860978,395.2590394,1840.00075,68742,54138,3087,3087,1603,10088,15493.70278,391742490.4,0.789357132,3.17656672,0.170467354,0.249957641,1,1395695,0.228477012,-0.000518141,0,16.07017847,86850,25.3182173,1.575478291,641.0121274,5.503818787,111.749056,29.98771021,29020,57830,625,625,0,97,12681.67962,133101474.8,1.023964155,7.598786911,0.398680043,0.920179997
2022-04-23_16.09.51_2022-04-23_16.45.26,1,100877,0.519510329,0,46,38.57629063,2615,25.04782828,0.649306293,627.3937017,8.536038732,199.0118326,45.99482472,2105,510,602,602,0,8,360.6575326,113474.3754,0.944829428,7.059057213,0.532219264,1.021151271,0,224813.278,0.006207749,1.79E-07,1.83,1.82953514,122880,0.063191647,0.034539729,0.003993184,-0.042058675,17.5373316,1.830626126,61875,61005,2.306,2.306,1.339,2350,3521.577233,97872415.03,3.876375361,18.14542518,0.090728994,0.090728994,1,226124560,21.85467004,1.63E-05,1840,1840.20638,122880,24.58870332,0.013361927,604.604331,1.045237153,156.9080346,1840.370649,56172,66708,3290,3290,994,10895,22289.57085,413761776.1,0.205391346,5.950703614,0.728072829,1.296496594,1,1411797,0.225233731,0,0,16.2550171,86853,25.57782979,1.573534474,654.2253765,5.628077238,115.2982907,30.30595581,29340,57513,628,628,0,109,13028.59064,136550045.3,0.997592624,7.752961284,0.492497592,0.967849028
2022-04-22_14.04.15_2022-04-22_14.41.30,1,105071,0.508474576,0,46,38.70018416,2715,26.03592892,0.67275982,677.8695948,9.955558065,221.7185591,46.64304717,2205,510,596,596,0,8,380.7535961,140902.3311,1.114959932,6.488895837,0.643498757,1.127152794,0,225086.317,0.006251491,3.17E-07,1.833,1.831757137,122880,0.063156121,0.034478436,0.003988696,-0.045008498,17.69425801,1.832845576,63381,59499,2.317,2.317,1.335,2489,3531.092177,99324005.39,3.864876234,18.00796974,0.090728994,0.13600217,1,226379322,19.40718919,0,1841,1842.279639,122880,21.47452938,0.011656498,461.1554122,9.20038955,1025.129938,1842.404793,55764,67116,4095,4095,1151,10958,20227.20169,398585859.5,0.372181955,4.877210301,0.656981005,1.202684652,1,1407556,0.231205886,0,0,16.20674727,86850,25.65191009,1.58279201,658.020491,6.012771256,126.4884906,30.34269513,29383,57467,656,656,0,97,13227.91233,142321795.1,0.945679503,7.449405864,0.492497592,0.966132914
2022-07-03_13.54.23_2022-07-03_14.42.50,1,136464,0.406379209,0,46,40.29052259,3387,23.50255893,0.58332723,552.3702763,10.60856985,264.2644229,46.64436179,2876,511,602,602,0,11,471.6375616,216255.6013,1.118894945,6.527472692,0.689477068,1.18602765,0,225032.873,0.006121135,2.03E-07,1.832,1.831322209,122880,0.062283337,0.034010038,0.003879214,-0.034447416,17.70716097,1.832381032,61533,61347,2.304,2.304,1.346,2360,3423.311486,93760526.62,3.96423914,18.98895692,0.090728994,0.13600217,1,228289468,18.54608192,-0.000130209,1857,1857.824447,122880,18.13549107,0.009761682,328.8960365,-0.478743084,402.8452697,1857.912961,60211,62669,2800,2800,803,10536,20228.92988,459184633.9,0.473117059,4.051912772,0.774217588,1.368478205,1,1805401,0.234527612,0,0,20.81873847,86720,26.45363811,1.270664798,699.7949694,4.886061523,100.1468109,33.66325654,37894,48826,641,641,0,115,12951.91159,137011908.7,1.009565328,7.603897276,0.415851437,0.917680393
2022-04-11_03.23.38_2022-04-11_03.56.50,1,94760,0.557894737,0,46,38.34884662,2471,27.80766815,0.725123976,773.266408,10.18881613,219.0378237,47.36982632,1962,509,623,623,0,3,349.9645275,116925.7491,1.103746007,6.575927224,0.680960404,1.175230852,0,225138.624,0.006238226,1.22E-07,1.833,1.832182813,122880,0.062986322,0.034377749,0.003967277,-0.036943504,17.98058293,1.833265157,63382,59498,2.32,2.32,1.346,2394,3545.443541,97730284.83,3.86389021,18.10051664,0.090728994,0.090728994,1,226419581,16.61602064,0.000179038,1841,1842.607267,122880,15.90331611,0.008630877,252.9154631,0.353774421,40.96013898,1842.675896,56598,66282,2272,2272,1310,10626,18821.75263,448344337.2,0.537436595,3.577930237,0.228464705,0.642848332,1,1429454,0.241318165,0,0,16.45907264,86849,25.94692293,1.576451085,673.2428096,5.889266941,121.1730007,30.72692438,29588,57261,634,634,0,88,12897.22261,135824964.2,1.024702149,7.683053875,0.463538979,0.951544838
2022-04-17_20.05.33_2022-04-17_20.36.08,1,87789,0.585133967,0,47,37.92181425,2315,27.08204356,0.714154744,733.4370835,8.346117327,173.4373487,46.59936781,1805,510,596,596,0,5,318.3634728,93927.07747,1.065766672,6.838065968,0.519445499,1.011362417,0,224875.091,0.00618314,3.42E-07,1.831,1.830038175,122880,0.062357265,0.034074298,0.003888429,0.001614463,17.38758825,1.831100257,61642,61238,2.314,2.314,1.355,2323,3761.917607,106560008.4,3.694692079,16.57860722,0.090728994,0.090728994,1,226173733,15.16160613,-0.000105795,1840,1840.606551,122880,16.15545436,0.008777245,260.9987055,22.11824014,3098.643081,1840.67745,57317,65563,4095,4095,1588,11179,18346.15054,422908014.4,0.591953113,3.73706296,0.497017411,1.008494572,1,1574730,0.288178333,0,0,18.13160622,86850,26.95494562,1.486627566,726.5690932,5.873699567,116.8383069,32.48575437,32327,54523,654,654,0,120,13103.28501,136579966.7,0.95055221,7.734494963,0.380794496,0.894679976
2022-06-11_20.27.10_2022-06-11_20.53.00,1,75945,0.689009364,0,48,37.41133005,2030,29.52620561,0.789231646,871.7968174,8.473847045,167.0039388,47.65925339,1520,510,632,632,0,2,285.5529899,74109.31988,1.039986007,6.876315778,0.632752289,1.074039836,0,224601.293,0.005939762,-4.07E-07,1.828,1.827810002,122880,0.060527489,0.03311476,0.003663577,-0.013510515,18.09695159,1.828811904,61587,61293,2.314,2.314,1.36,2285,3399.492357,94006403,3.959567412,18.91128325,0.090728994,0.090728994,1,227812397,10.09770587,-3.26E-05,1855,1853.942033,122880,11.19522767,0.006038607,125.3331226,-0.806150041,57.43708387,1853.975834,67265,55615,2145,2145,1493,9919,12828.56708,347460177.7,1.236559268,3.794737536,0.644603603,1.303298108,1,1809753,0.347349514,0,0,20.83696591,86853,28.16047696,1.351467248,793.0124629,5.736040719,110.0862817,35.03129474,36736,50117,637,637,0,160,13149.84857,135162533.9,0.970578619,7.974729101,0.278097576,0.832807263
2022-06-13_10.16.22_2022-06-13_10.41.42,1,73698,0.656656657,0,48,36.86743372,1999,28.09087901,0.761942891,789.0974837,7.227698337,139.8179885,46.34981286,1491,508,573,573,0,5,260.1544081,63635.14722,1.110834081,6.980239433,0.567949011,1.025121104,0,224911.095,0.00592928,6.51E-08,1.831,1.830331177,122880,0.059370728,0.03243715,0.003524883,-0.021907121,17.55179335,1.831293832,63592,59288,2.283,2.283,1.357,2451,3366.720194,94300552.39,3.979937432,19.02962895,0.090728994,0.090728994,1,228146856,14.14021924,-3.26E-05,1856,1856.663867,122880,30.965104,0.016677819,958.8376658,8.552311141,681.8640158,1856.922064,58583,64297,4095,4095,742,9825,16892.28927,348266476.9,0.844875759,4.416397402,0.612052127,1.166815316,1,1881378,0.378131987,-0.000541687,0,21.68310533,86767,28.54223938,1.316335412,814.6594289,5.615740136,105.0665759,35.84433687,37950,48817,645,645,0,145,13159.93287,132949358.4,0.947877301,8.12605013,0.322205986,0.874691365
2022-09-10_07.43.14_2022-09-10_08.55.58,1,215125,0.348544291,0,49,44.41061107,4844,19.61281019,0.441624416,384.6623234,9.452920273,298.3806372,48.54858081,4334,510,612,612,0,15,571.0233713,317794.1179,1.151736581,7.052995169,0.576085211,1.034585914,0,224812.126,0.006296202,1.55E-07,1.83,1.829525765,122880,0.063201142,0.034545095,0.003994384,-0.03456635,17.58481422,1.830617084,62527,60353,2.304,2.304,1.328,2550,3545.274357,98931757.57,3.857563761,17.9764383,0.090728994,0.13600217,1,228065274,16.12157488,2.44E-05,1856,1855.999951,122880,23.71790629,0.012779045,562.5390788,-3.830346514,1643.380511,1856.151491,66087,56793,3618,3618,162,10436,23776.50024,502580324,0.125146199,5.093279921,0.717567072,1.101726959,1,1765974,0.131904066,0,0,20.33314144,86852,25.54162713,1.256157452,652.3747166,2.560961194,50.15302764,32.64676641,35652,51200,656,656,0,128,12017.90348,133270869.8,1.045534062,6.782145726,0.228464705,0.766656393
2022-07-05_15.37.04_2022-07-05_17.44.21,1,347800,0.251915946,0,45,42.98603386,8091,15.34393494,0.356951632,235.4363394,15.22588609,590.9583733,45.64247415,7586,505,616,616,0,17,1129.551927,1281449.445,1.107175617,6.212819573,0.65338962,1.113543102,0,224759.341,0.00600577,-1.22E-07,1.83,1.8290962,122880,0.06086017,0.033273357,0.00370396,-0.029339315,17.16241642,1.830108431,61486,61394,2.285,2.285,1.347,2302,3320.175879,92619487.69,4.011671702,19.30968828,0.090728994,0.13600217,1,227999999,16.95803189,6.51E-05,1856,1855.468742,122880,14.7206734,0.007933668,216.6982254,-0.03329931,94.22611661,1855.527135,63585,59295,2421,2421,1388,10093,18556.3525,460657962.7,0.594949583,3.419099814,0.594328206,1.231066971,1,2309463,0.239675992,-0.000518505,45,26.61008884,86789,26.23306637,0.985831597,688.1737709,4.30349914,95.41309893,37.36670441,48738,38051,651,651,0,141,12520.90466,139542756.4,1.013710967,6.844470193,0.519445499,0.957773906
2022-04-17_02.16.32_2022-04-17_02.47.48,1,89975,0.587685775,0,47,38.18972835,2356,28.39739066,0.743587134,806.411796,9.835969356,205.644185,47.59062038,1845,511,624,624,0,9,335.3683767,107491.5652,1.096101994,6.531733568,0.689477068,1.191919363,0,224882.745,0.006171998,-8.14E-09,1.831,1.830100464,122880,0.062371331,0.034080824,0.003890183,-0.020165728,17.84781066,1.831162989,61741,61139,2.311,2.311,1.35,2414,3567.601151,99290140.67,3.845239605,17.90030187,0.090728994,0.090728994,1,226178479,14.63138535,0.000179038,1840,1840.645174,122880,15.38869918,0.008360492,236.8120625,0.31721206,29.62287652,1840.709502,57378,65502,2221,2221,1597,11114,17730.20201,415948617.6,0.612694715,3.558879196,0.526014826,0.957928672,1,1545645,0.286414977,0,0,17.79589886,86854,26.85912914,1.50928758,721.4128181,5.857114913,116.4627224,32.21966534,31667,55187,654,654,0,90,12923.62642,131626829.6,0.977320762,7.921954075,0.463538979,0.941765495
2022-04-06_10.56.39_2022-04-06_11.31.45,1,99802,0.529206963,0,46,38.59319412,2586,26.9155251,0.697416363,724.4454912,9.974812744,217.6118001,47.05188757,2076,510,611,611,0,5,366.7513548,130012.3817,1.099983563,6.460349731,0.643498757,1.127152794,0,224839.662,0.006233384,8.14E-08,1.83,1.829749854,122880,0.063073676,0.034471202,0.003978289,-0.054723625,17.6574753,1.830836643,62592,60288,2.315,2.315,1.335,2494,3502.440722,98620251.13,3.880861675,18.13486399,0.090728994,0.090728994,1,226154017,17.28337633,-1.63E-05,1840,1840.446102,122880,16.96226593,0.009216388,287.7184654,8.711180243,942.0069387,1840.524266,57018,65862,3591,3591,1419,10121,19011.94735,419794669.8,0.482749734,3.924963318,0.398680043,1.006219871,1,1366391,0.224708216,0,0,15.75835265,86709,25.32908019,1.60734315,641.5623034,5.658447227,115.8411215,29.83099029,28439,58270,659,659,0,108,12552.09669,133409801,1.038936608,7.40859831,0.544550616,0.992828357
2022-07-05_21.34.24_2022-07-05_22.24.02,1,138805,0.419307938,0,46,40.3502907,3440,22.9572207,0.568948087,527.0339825,10.94013735,276.8532855,46.42391562,2948,492,604,604,0,4,484.5227667,229660.5594,1.103745535,6.39357496,0.632752289,1.107495385,0,224750.909,0.005894172,9.77E-08,1.829,1.82902758,122880,0.060350473,0.032995934,0.00364218,-0.043409753,17.6499174,1.830022969,61218,61662,2.288,2.288,1.35,2340,3347.949224,93422525.9,3.993929388,19.15377087,0.090728994,0.090728994,1,227978212,15.94991007,-0.000154624,1856,1855.291439,122880,15.7538492,0.008491307,248.1837646,23.59024497,3539.243403,1855.358323,62837,60043,4095,4095,1104,10092,19324.22962,472533742.7,0.570216794,3.600982689,0.813057599,1.471224897,1,2348378,0.239383842,0,45,27.0762579,86732,26.22954434,0.968728561,687.9889963,4.407956175,98.25390892,37.69764897,49598,37134,651,651,0,134,12629.8103,142499864.2,1.015197183,6.797140467,0.544550616,0.985387013
2022-04-09_02.09.13_2022-04-09_02.44.15,1,100011,0.570321581,0,46,38.73392719,2582,27.33528382,0.705719399,747.2177413,10.29949958,226.113238,47.40817289,2072,510,635,635,0,7,363.7805449,128887.4971,1.109712973,6.422617837,0.65338962,1.149297031,0,224843.6,0.006206952,-3.26E-08,1.83,1.829781901,122880,0.063179401,0.034528378,0.003991637,-0.022983861,17.67467774,1.830872317,62812,60068,2.316,2.316,1.342,2376,3535.272312,98374137.11,3.858878082,18.00484519,0.090728994,0.090728994,1,226138819,18.33973258,4.88E-05,1840,1840.32242,122880,16.08172969,0.008738539,258.6220299,0.170812602,23.02294119,1840.392684,56990,65890,2234,2234,1403,10467,17320.17353,417945871.7,0.618572611,3.347284043,0.200814335,0.325139635,1,1437917,0.22870993,-0.000541175,0,16.55651763,86849,25.48718631,1.539405017,649.5966659,5.44391144,111.0801007,30.39267909,29908,56941,635,635,0,107,12708.7905,135965064.4,1.010009546,7.386388833,0.380794496,0.903740956
2022-06-13_01.43.40_2022-06-13_02.07.55,1,71273,0.710444674,0,48,36.83359173,1935,30.91295119,0.839259755,955.6105512,8.916360285,167.3688497,48.08663048,1425,510,615,615,0,5,275.6217739,72192.29878,1.09452648,6.571939267,0.622610328,1.097446702,0,224669.306,0.006003695,1.14E-07,1.829,1.828363493,122880,0.060445504,0.033059894,0.003653659,-0.049930396,17.67738563,1.829362381,62459,60421,2.288,2.288,1.342,2351,3425.987603,95055659.53,3.934094339,18.65567605,0.090728994,0.13600217,1,227860435,9.839378576,5.70E-05,1855,1854.332967,122880,11.61586631,0.006264175,134.92835,0.219308469,43.87175135,1854.369349,64733,58147,2221,2221,1587,10024,12588.73651,328517852.6,1.243599099,3.882710231,0.812065448,1.471962915,1,1844534,0.374189686,0,0,21.23815774,86850,28.60490635,1.346863824,818.2406672,5.770213253,107.8030076,35.62723693,37168,49682,645,645,0,147,13108.10883,133389085.8,0.984807033,8.091473869,0.380794496,0.912436929
