2022-03-22_07.55.00_2022-03-22_08.37.00,1647935700,1647938220,Indesit,BWE 101484X,MIX,0,0,Empty,Working,
2022-03-22_10.24.00_2022-03-22_11.03.00,1647944640,1647946980,Indesit,BWE 101484X,MIX,0,0,Empty,Working,
2022-03-22_10.25.00_2022-03-22_11.02.00,1647944700,1647946920,Indesit,BWE 101484X,MIX,0,0,Empty,Working,
2022-03-22_12.42.00_2022-03-22_13.22.00,1647952920,1647955320,Indesit,BWE 101484X,MIX,0,0,Empty,Working,
2022-03-22_12.42.00_2022-03-22_13.22.00,1647952920,1647955320,Indesit,BWE 101484X,MIX,0,0,Empty,Working,
2022-03-22_14.00.00_2022-03-22_14.40.00,1647957600,1647960000,Indesit,BWE 101484X,MIX,0,0,Empty,Working,
2022-03-22_14.00.00_2022-03-22_14.40.00,1647957600,1647960000,Indesit,BWE 101484X,MIX,0,0,Empty,Working,
2022-03-22_15.10.00_2022-03-22_15.50.00,1647961800,1647964200,Indesit,BWE 101484X,MIX,0,0,Empty,Working,
2022-03-22_15.10.00_2022-03-22_15.50.00,1647961800,1647964200,Indesit,BWE 101484X,MIX,0,0,Empty,Working,
2022-03-23_08.15.00_2022-03-23_11.35.00,1648023300,1648035300,Indesit,BWE 101484X,MIX,60,1000,Full,Working,
2022-03-23_12.58.00_2022-03-23_16.10.00,1648040280,1648051800,Indesit,BWE 101484X,MIX,60,1000,Full,Working,
2022-03-24_09.15.00_2022-03-24_12.30.00,1648113300,1648125000,Indesit,BWE 101484X,MIX,60,1000,Full,Working,
2022-03-24_13.10.00_2022-03-24_16.10.00,1648127400,1648138200,Indesit,BWE 101484X,MIX,60,1000,Full,Working,
2022-03-31_07.25.00_2022-03-31_08.32.00,1648707900,1648711920,Indesit,BWE 101484X,MIX,40,1400,Empty,Working,SummerTime
2022-03-31_10.36.00_2022-03-31_11.48.00,1648719360,1648723680,Indesit,BWE 101484X,MIX,40,1400,Empty,Working,SummerTime
2022-03-31_11.56.00_2022-03-31_13.02.00,1648724160,1648728120,Indesit,BWE 101484X,MIX,40,1400,Empty,Working,SummerTime
2022-04-05_07.14.00_2022-04-05_08.50.00,1649139240,1649145000,Indesit,BWE 101484X,MIX,40,1400,Full,Working,SummerTime
2022-04-05_10.25.00_2022-04-05_12.10.00,1649150700,1649157000,Indesit,BWE 101484X,MIX,40,1400,Full,Working,SummerTime
2022-04-05_12.20.00_2022-04-05_13.55.00,1649157600,1649163300,Indesit,BWE 101484X,MIX,40,1400,Full,Working,SummerTime
2022-04-06_07.15.00_2022-04-06_09.10.00,1649225700,1649232600,Indesit,BWE 101484X,MIX,40,1400,Full,Working,SummerTime
2022-03-31_07.24.00_2022-03-31_08.32.00,1648707840,1648711920,Indesit,BWE 101484X,MIX,40,1400,Empty,Bearings,SummerTime
2022-03-31_10.36.00_2022-03-31_11.41.00,1648719360,1648723260,Indesit,BWE 101484X,MIX,40,1400,Empty,Bearings,SummerTime
2022-03-31_11.56.00_2022-03-31_13.00.00,1648724160,1648728000,Indesit,BWE 101484X,MIX,40,1400,Empty,Bearings,SummerTime
2022-04-04_07.56.00_2022-04-04_09.35.00,1649055360,1649061300,Indesit,BWE 101484X,MIX,40,1400,Full,Bearings,SummerTime
2022-04-04_10.17.00_2022-04-04_11.55.00,1649063820,1649069700,Indesit,BWE 101484X,MIX,40,1400,Full,Bearings,SummerTime
2022-04-04_11.56.00_2022-04-04_13.42.00,1649069760,1649076120,Indesit,BWE 101484X,MIX,40,1400,Full,Bearings,SummerTime
2022-05-02_07.03.00_2022-05-02_08.20.00,1651471380,1651476000,Indesit,BWE 101484X,MIX,40,1400,Empty,Working,SummerTime
2022-05-02_09.08.00_2022-05-02_10.20.00,1651478880,1651483200,Indesit,BWE 101484X,MIX,40,1400,Empty,Working,SummerTime
2022-05-02_11.53.00_2022-05-02_13.07.00,1651488780,1651493220,Indesit,BWE 101484X,MIX,40,1400,Empty,Working,SummerTime
2022-05-03_09.00.00_2022-05-03_12.12.00,1651564800,1651576320,Indesit,BWE 101484X,MIX,40,1400,Empty,Working,SummerTime
2022-05-03_13.29.00_2022-05-03_15.40.00,1651580940,1651588800,Indesit,BWE 101484X,SYNTH,40,1200,Empty,Working,SummerTime
2022-05-04_07.00.00_2022-05-04_10.00.00,1651644000,1651654800,Indesit,BWE 101484X,SYNTH,40,1200,Empty,Working,SummerTime
2022-05-04_10.06.00_2022-05-04_13.10.00,1651655160,1651666200,Indesit,BWE 101484X,SYNTH,40,1200,Empty,Working,SummerTime
2022-05-05_07.35.00_2022-05-05_10.30.00,1651732500,1651743000,Indesit,BWE 101484X,SYNTH,40,1200,Empty,Working,SummerTime
2022-05-05_10.36.00_2022-05-05_11.10.00,1651743360,1651745400,Indesit,BWE 101484X,FAST,30,800,Empty,Working,SummerTime
2022-05-05_12.06.00_2022-05-05_12.40.00,1651748760,1651750800,Indesit,BWE 101484X,FAST,30,800,Empty,Working,SummerTime
2022-05-05_14.24.00_2022-05-05_14.56.00,1651757040,1651758960,Indesit,BWE 101484X,FAST,30,800,Empty,Working,SummerTime
2022-05-06_07.16.00_2022-05-06_07.47.00,1651817760,1651819620,Indesit,BWE 101484X,FAST,30,800,Empty,Working,SummerTime
2022-05-06_07.55.00_2022-05-06_08.25.00,1651820100,1651821900,Indesit,BWE 101484X,FAST,30,800,Empty,Bearings,SummerTime
2022-05-06_08.57.00_2022-05-06_09.29.00,1651823820,1651825740,Indesit,BWE 101484X,FAST,30,800,Empty,Bearings,SummerTime
2022-05-06_14.45.00_2022-05-06_15.16.00,1651844700,1651846560,Indesit,BWE 101484X,FAST,30,800,Empty,Bearings,SummerTime
2022-05-10_07.26.00_2022-05-10_07.58.00,1652163960,1652165880,Indesit,BWE 101484X,FAST,30,800,Empty,Heating,SummerTime
2022-05-10_08.55.00_2022-05-10_09.27.00,1652169300,1652171220,Indesit,BWE 101484X,FAST,30,800,Empty,Heating,SummerTime
2022-05-10_13.06.00_2022-05-10_13.37.00,1652184360,1652186220,Indesit,BWE 101484X,FAST,30,800,Empty,Heating,SummerTime
2022-05-11_07.10.00_2022-05-11_07.41.00,1652249400,1652251260,Indesit,BWE 101484X,FAST,30,800,Empty,Heating,SummerTime
2022-05-12_07.32.00_2022-05-12_10.43.00,1652337120,1652348580,Indesit,BWE 101484X,SYNTH,0,1200,Empty,Heating,SummerTime
2022-05-16_06.46.00_2022-05-16_09.45.00,1652679960,1652690700,Indesit,BWE 101484X,SYNTH,0,1200,Empty,Heating,SummerTime
2022-05-16_09.50.00_2022-05-16_12.50.00,1652691000,1652701800,Indesit,BWE 101484X,SYNTH,0,1200,Empty,Heating,SummerTime
2022-05-17_07.00.00_2022-05-17_07.52.00,1652767200,1652770320,Indesit,BWE 101484X,MIX,0,1400,Empty,Heating,SummerTime
2022-05-31_12.00.00_2022-05-31_12.37.00,1653994800,1653997020,Indesit,BWE 101484X,FAST,30,800,Empty,Motor,SummerTime
2022-05-31_12.37.00_2022-05-31_13.14.00,1653997020,1653999240,Indesit,BWE 101484X,FAST,30,800,Empty,Motor,SummerTime
2022-05-31_13.15.00_2022-05-31_13.50.00,1653999300,1654001400,Indesit,BWE 101484X,FAST,30,800,Empty,Motor,SummerTime
2022-06-01_07.13.00_2022-06-01_08.35.00,1654063980,1654068900,Indesit,BWE 101484X,MIX,40,1400,Empty,Motor,SummerTime
2022-06-01_12.08.00_2022-06-01_13.31.00,1654081680,1654086660,Indesit,BWE 101484X,MIX,40,1400,Empty,Motor,SummerTime
2022-06-01_13.31.00_2022-06-01_14.43.00,1654086660,1654090980,Indesit,BWE 101484X,MIX,40,1400,Empty,Motor,SummerTime
2022-06-02_07.45.00_2022-06-02_09.00.00,1654152300,1654156800,Indesit,BWE 101484X,MIX,40,1400,Empty,Motor,SummerTime
2022-06-06_07.16.00_2022-06-06_08.30.00,1654496160,1654500600,Indesit,BWE 101484X,MIX,40,1400,Half,Motor,SummerTime
2022-06-06_09.43.00_2022-06-06_10.48.00,1654504980,1654508880,Indesit,BWE 101484X,MIX,40,1400,Half,Motor,SummerTime
