Ts,ActP
1654510656,0
1654510657,0
1654510658,0
1654510659,0
1654510660,0
1654510661,0
1654510662,0
1654510663,0
1654510664,0
1654510665,0
1654510666,0
1654510667,0
1654510668,0
1654510669,0
1654510670,0
1654510671,0
1654510672,0
1654510674,0
1654510674,0
1654510675,0
1654510676,0
1654510677,0
1654510678,0
1654510679,0
1654510680,0
1654510681,0
1654510682,0
1654510683,0
1654510684,0
1654510685,0
1654510686,0
1654510687,0
1654510688,0
1654510689,0
1654510690,0
1654510691,0
1654510692,0
1654510693,0
1654510694,0
1654510695,0
1654510696,0
1654510697,0
1654510698,0
1654510699,0
1654510700,0
1654510701,0
1654510702,0
1654510703,0
1654510704,0
1654510705,0
1654510706,0
1654510707,0
1654510708,0
1654510709,0
1654510710,0
1654510711,0
1654510712,0
1654510713,0
1654510714,0
1654510715,0
1654510716,0
1654510717,0
1654510718,0
1654510719,0
1654510720,0
1654510721,0
1654510722,0
1654510723,0
1654510724,0
1654510725,0
1654510726,0
1654510727,0
1654510728,0
1654510729,0
1654510730,0
1654510731,0
1654510732,0
1654510733,0
1654510734,0
1654510735,0
1654510736,0
1654510738,0
1654510739,0
1654510740,0
1654510741,0
1654510742,0
1654510743,0
1654510744,0
1654510745,0
1654510745,0
1654510746,0
1654510747,0
1654510748,0
1654510749,0
1654510750,0
1654510751,0
1654510752,0
1654510753,0
1654510754,0
1654510755,0
1654510756,0
1654510757,0
1654510758,0
1654510759,0
1654510760,0
1654510761,0
1654510762,0
1654510763,0
1654510764,0
1654510765,0
1654510766,0
1654510767,0
1654510768,0
1654510769,0
1654510770,0
1654510771,0
1654510772,0
1654510773,0
1654510774,0
1654510775,0
1654510776,0
1654510777,0
1654510778,0
1654510779,0
1654510780,0
1654510781,0
1654510782,0
1654510783,0
1654510784,0
1654510785,0
1654510786,0
1654510787,0
1654510788,0
1654510789,0
1654510790,0
1654510791,0
1654510792,0
1654510793,0
1654510794,0
1654510795,0
1654510796,0
1654510797,0
1654510798,0
1654510799,0
1654510800,0
1654510801,0
1654510802,0
1654510803,0
1654510804,0
1654510805,0
1654510806,0
1654510807,0
1654510808,0
1654510809,0
1654510810,0
1654510811,0
1654510812,0
1654510813,0
1654510814,0
1654510815,0
1654510816,0
1654510817,0
1654510818,0
1654510819,0
1654510820,0
1654510821,0
1654510822,0
1654510823,0
1654510825,0
1654510825,0
1654510826,0
1654510827,0
1654510828,0
1654510829,0
1654510830,0
1654510831,0
1654510832,0
1654510833,0
1654510834,0
1654510835,0
1654510836,0
1654510837,0
1654510838,0
1654510839,0
1654510840,0
1654510841,0
1654510842,0
1654510843,0
1654510844,0
1654510845,0
1654510846,0
1654510847,0
1654510848,0
1654510849,0
1654510850,0
1654510851,0
1654510852,0
1654510853,0
1654510854,0
1654510855,0
1654510856,0
1654510857,0
1654510858,0
1654510859,0
1654510860,0
1654510861,0
1654510862,0
1654510863,0
1654510864,0
1654510865,0
1654510866,0
1654510867,0
1654510868,0
1654510869,0
1654510870,0
1654510871,0
1654510873,0
1654510873,0
1654510874,0
1654510876,0
1654510877,0
1654510878,0
1654510879,0
1654510880,0
1654510881,0
1654510882,0
1654510883,0
1654510883,0
1654510884,0
1654510885,0
1654510886,0
1654510887,0
1654510888,0
1654510889,0
1654510890,0
1654510891,0
1654510892,0
1654510893,0
1654510894,0
1654510895,0
1654510896,0
1654510897,0
1654510898,0
1654510899,0
1654510900,0
1654510901,0
1654510902,0
1654510903,0
1654510904,0
1654510905,0
1654510906,0
1654510907,0
1654510908,0
1654510909,0
1654510910,0
1654510911,0
1654510912,0
1654510913,0
1654510914,0
1654510915,0
1654510916,0
1654510917,0
1654510918,0
1654510919,0
1654510920,0
1654510921,0
1654510922,0
1654510923,0
1654510924,0
1654510925,0
1654510926,0
1654510927,0
1654510928,0
1654510929,0
1654510930,0
1654510931,0
1654510932,0
1654510933,0
1654510934,0
1654510935,0
1654510936,0
1654510937,0
1654510938,0
1654510939,0
1654510940,0
1654510941,0
1654510942,0
1654510943,0
1654510944,0
1654510945,0
1654510946,0
1654510947,0
1654510948,0
1654510949,0
1654510950,0
1654510951,0
1654510952,0
1654510953,0
1654510954,0
1654510955,0
1654510956,0
1654510957,0
1654510958,0
1654510959,0
1654510960,0
1654510961,0
1654510962,0
1654510963,0
1654510964,0
1654510965,0
1654510966,0
1654510967,0
1654510968,0
1654510969,0
1654510970,0
1654510971,0
1654510972,0
1654510973,0
1654510974,0
1654510975,0
1654510976,0
1654510977,0
1654510978,0
1654510979,0
1654510980,0
1654510981,0
1654510982,0
1654510983,0
1654510984,0
1654510985,0
1654510986,0
1654510987,0
1654510988,0
1654510989,0
1654510990,0
1654510991,0
1654510992,0
1654510993,0
1654510994,0
1654510999,0
1654510999,0
1654510999,0
1654510999,0
1654510999,0
1654511002,0
1654511002,0
1654511002,0
1654511003,0
1654511005,0
1654511005,0
1654511008,0
1654511008,0
1654511009,0
1654511010,0
1654511011,0
1654511012,0
1654511013,0
1654511014,0
1654511015,0
1654511016,0
1654511017,0
1654511018,0
1654511019,0
1654511020,0
1654511020,0
1654511021,0
1654511022,0
1654511023,0
1654511024,0
1654511026,0
1654511026,0
1654511027,0
1654511028,0
1654511029,0
1654511030,0
1654511031,0
1654511032,0
1654511033,0
1654511034,0
1654511035,0
1654511036,0
1654511037,0
1654511038,0
1654511039,0
1654511040,0
1654511041,0
1654511042,0
1654511043,0
1654511044,0
1654511045,0
1654511046,0
1654511047,0
1654511048,0
1654511049,0
1654511050,0
1654511051,0
1654511052,0
1654511053,0
1654511054,0
1654511055,0
1654511056,0
1654511057,0
1654511058,0
1654511059,0
1654511060,0
1654511061,0
1654511062,0
1654511063,0
1654511064,0
1654511065,0
1654511066,0
1654511067,0
1654511068,0
1654511069,0
1654511070,0
1654511071,0
1654511072,0
1654511073,0
1654511074,0
1654511075,0
1654511076,0
1654511077,0
1654511078,0
1654511079,0
1654511080,0
1654511081,0
1654511082,0
1654511083,0
1654511084,0
1654511085,0
1654511086,0
1654511087,0
1654511088,0
1654511089,0
1654511090,0
1654511091,0
1654511092,0
1654511093,0
1654511094,0
1654511095,0
1654511096,0
1654511097,0
1654511098,0
1654511099,0
1654511100,0
1654511101,0
1654511102,0
1654511103,0
1654511104,0
1654511106,0
1654511107,0
1654511107,0
1654511108,0
1654511109,0
1654511110,0
1654511111,0
1654511112,0
1654511113,0
1654511114,0
1654511115,0
1654511116,0
1654511117,0
1654511118,0
1654511119,0
1654511120,0
1654511122,0
1654511123,0
1654511124,0
1654511125,0
1654511126,0
1654511127,0
1654511128,0
1654511129,0
1654511130,0
1654511131,0
1654511132,0
1654511132,0
1654511133,0
1654511134,0
1654511135,0
1654511136,0
1654511137,0
1654511138,0
1654511139,0
1654511140,0
1654511141,0
1654511143,0
1654511144,0
1654511145,0
1654511146,0
1654511146,0
1654511148,0
1654511149,0
1654511150,0
1654511151,0
1654511152,0
1654511153,0
1654511154,0
1654511155,0
1654511156,0
1654511157,0
1654511158,0
1654511158,0
1654511159,0
1654511160,0
1654511161,0
1654511162,0
1654511163,0
1654511164,0
1654511165,0
1654511166,0
1654511167,0
1654511168,0
1654511169,0
1654511170,0
1654511171,0
1654511172,0
1654511173,0
1654511174,0
1654511175,0
1654511176,0
1654511177,0
1654511178,0
1654511179,0
1654511180,0
1654511181,0
1654511182,0
1654511183,0
1654511184,0
1654511185,0
1654511186,0
1654511187,0
1654511188,0
1654511189,0
1654511190,0
1654511191,0
1654511192,0
1654511193,0
1654511194,0
1654511195,0
1654511196,0
1654511197,0
1654511198,0
1654511199,0
1654511200,0
1654511201,0
1654511202,0
1654511203,0
1654511204,0
1654511205,0
1654511206,0
1654511207,0
1654511208,0
1654511209,0
1654511210,0
1654511211,0
1654511212,0
1654511213,0
1654511214,0
1654511215,0
1654511216,0
1654511217,0
1654511218,0
1654511219,0
1654511220,0
1654511221,0
1654511222,0
1654511223,0
1654511224,0
1654511225,0
1654511226,0
1654511227,0
1654511228,0
1654511229,0
1654511230,0
1654511231,0
1654511232,0
1654511233,0
1654511234,0
1654511235,0
1654511236,0
1654511237,0
1654511238,0
1654511239,0
1654511240,0
1654511241,0
1654511242,0
1654511243,0
1654511244,0
1654511245,0
1654511246,0
1654511247,0
1654511248,0
1654511249,0
1654511250,0
1654511251,0
1654511252,0
1654511253,0
1654511254,0
1654511255,0
1654511256,0
1654511257,0
1654511258,0
1654511259,0
1654511260,0
1654511261,0
1654511262,0
1654511263,0
1654511264,0
1654511265,0
1654511266,0
1654511267,0
1654511268,0
1654511269,0
1654511270,0
1654511271,0
1654511272,0
1654511273,0
1654511274,0
1654511275,0
1654511276,0
1654511277,0
1654511278,0
1654511279,0
1654511280,0
1654511281,0
1654511282,0
1654511283,0
1654511284,0
1654511285,0
1654511286,0
1654511287,0
1654511288,0
1654511290,0
1654511291,0
1654511292,0
1654511293,0
1654511294,0
1654511295,0
1654511295,0
1654511296,0
1654511297,0
1654511298,0
1654511299,0
1654511300,0
1654511301,0
1654511302,0
1654511303,0
1654511304,0
1654511305,0
1654511306,0
1654511307,0
1654511308,0
1654511309,0
1654511310,0
1654511311,0
1654511312,0
1654511313,0
1654511314,0
1654511315,0
1654511316,0
1654511317,0
1654511318,0
1654511319,0
1654511320,0
1654511321,0
1654511322,0
1654511323,0
1654511324,0
1654511325,0
1654511326,0
1654511327,0
1654511328,0
1654511329,0
1654511330,0
1654511331,0
1654511332,0
1654511333,0
1654511334,0
1654511335,0
1654511336,0
1654511337,0
1654511338,0
1654511339,0
1654511340,0
1654511341,0
1654511342,0
1654511343,0
1654511344,0
1654511345,0
1654511346,0
1654511347,0
1654511348,0
1654511349,0
1654511350,0
1654511351,0
1654511352,0
1654511353,0
1654511354,0
1654511355,0
1654511356,0
1654511357,0
1654511358,0
1654511359,0
1654511360,0
1654511361,0
1654511362,0
1654511363,0
1654511364,0
1654511365,0
1654511366,0
1654511367,0
1654511368,0
1654511369,0
1654511370,0
1654511371,0
1654511372,0
1654511373,0
1654511374,0
1654511375,0
1654511376,0
1654511377,0
1654511378,0
1654511379,0
1654511380,0
1654511381,0
1654511382,0
1654511383,0
1654511384,0
1654511385,0
1654511386,0
1654511387,0
1654511388,0
1654511389,0
1654511390,0
1654511391,0
1654511392,0
1654511393,0
1654511394,0
1654511395,0
1654511396,0
1654511397,0
1654511398,0
1654511399,0
1654511400,0
1654511401,0
1654511402,0
1654511403,0
1654511404,0
1654511405,0
1654511406,0
1654511407,0
1654511408,0
1654511409,0
1654511410,0
1654511411,0
1654511412,0
1654511413,0
1654511414,0
1654511415,0
1654511416,0
1654511417,0
1654511418,0
1654511419,0
1654511420,0
1654511421,0
1654511422,0
1654511423,0
1654511424,0
1654511425,0
1654511426,0
1654511427,0
1654511429,0
1654511430,0
1654511431,0
1654511432,0
1654511432,0
1654511433,0
1654511434,0
1654511435,0
1654511437,0
1654511437,0
1654511438,0
1654511439,0
1654511440,0
1654511441,0
1654511442,0
1654511443,0
1654511444,0
1654511445,0
1654511446,0
1654511447,0
1654511448,0
1654511449,0
1654511450,0
1654511451,0
1654511452,0
1654511453,0
1654511454,0
1654511455,0
1654511456,0
1654511457,0
1654511458,0
1654511459,0
1654511460,0
1654511461,0
1654511462,0
1654511463,0
1654511464,0
1654511465,0
1654511466,0
1654511467,0
1654511468,0
1654511469,0
1654511470,0
1654511471,0
1654511472,0
1654511473,0
1654511474,0
1654511475,0
1654511476,0
1654511477,0
1654511478,0
1654511479,0
1654511480,0
1654511481,0
1654511482,0
1654511483,0
1654511484,0
1654511485,0
1654511486,0
1654511487,0
1654511488,0
1654511489,0
1654511490,0
1654511491,0
1654511492,0
1654511493,0
1654511494,0
1654511495,0
1654511496,0
1654511497,0
1654511498,0
1654511499,0
1654511500,0
1654511501,0
1654511502,0
1654511503,0
1654511504,0
1654511505,0
1654511506,0
1654511507,0
1654511508,0
1654511509,0
1654511510,0
1654511511,0
1654511512,0
1654511513,0
1654511514,0
1654511515,0
1654511516,0
1654511517,0
1654511518,0
1654511519,0
1654511520,0
1654511521,0
1654511522,0
1654511523,0
1654511524,0
1654511525,0
1654511526,0
1654511527,0
1654511528,0
1654511529,0
1654511530,0
1654511531,0
1654511532,0
1654511533,0
1654511534,0
1654511535,0
1654511536,0
1654511537,0
1654511538,0
1654511539,0
1654511540,0
1654511541,0
1654511542,0
1654511543,0
1654511544,0
1654511545,0
1654511546,0
1654511547,0
1654511548,0
1654511549,0
1654511550,0
1654511551,0
1654511552,0
1654511553,0
1654511554,0
1654511555,0
1654511556,0
1654511557,0
1654511558,0
1654511559,0
1654511560,0
1654511561,0
1654511562,0
1654511564,0
1654511565,0
1654511566,0
1654511567,0
1654511568,0
1654511569,0
1654511570,0
1654511571,0
1654511572,0
1654511572,0
1654511573,0
1654511574,0
1654511575,0
1654511576,0
1654511577,0
1654511578,0
1654511579,0
1654511580,0
1654511581,0
1654511582,0
1654511583,0
1654511584,0
1654511585,0
1654511586,0
1654511587,0
1654511588,0
1654511589,0
1654511590,0
1654511591,0
1654511592,0
1654511593,0
1654511594,0
1654511595,0
1654511596,0
1654511597,0
1654511601,0
1654511601,0
1654511603,0
1654511603,0
1654511604,0
1654511604,0
1654511607,0
1654511607,0
1654511607,0
1654511607,0
1654511608,0
1654511609,0
1654511610,0
1654511611,0
1654511612,0
1654511613,0
1654511614,0
1654511615,0
1654511616,0
1654511617,0
1654511618,0
1654511619,0
1654511620,0
1654511621,0
1654511622,0
1654511623,0
1654511624,0
1654511625,0
1654511626,0
1654511627,0
1654511628,0
1654511629,0
1654511630,0
1654511631,0
1654511632,0
1654511633,0
1654511634,0
1654511635,0
1654511636,0
1654511637,0
1654511638,0
1654511639,0
1654511640,0
1654511641,0
1654511642,0
1654511643,0
1654511644,0
1654511645,0
1654511646,0
1654511647,0
1654511648,0
1654511649,0
1654511650,0
1654511651,0
1654511652,0
1654511653,0
1654511654,0
1654511655,0
1654511656,0
1654511657,0
1654511658,0
1654511659,0
1654511660,0
1654511661,0
1654511662,0
1654511663,0
1654511664,0
1654511665,0
1654511666,0
1654511667,0
1654511668,0
1654511669,0
1654511670,0
1654511671,0
1654511673,0
1654511673,0
1654511674,0
1654511675,0
1654511676,0
1654511677,0
1654511678,0
1654511679,0
1654511680,0
1654511681,0
1654511682,0
1654511683,0
1654511684,0
1654511685,0
1654511686,0
1654511688,0
1654511689,0
1654511690,0
1654511691,0
1654511692,0
1654511693,0
1654511694,0
1654511695,0
1654511696,0
1654511697,0
1654511698,0
1654511699,0
1654511700,0
1654511701,0
1654511702,0
1654511703,0
1654511704,0
1654511705,0
1654511706,0
1654511707,0
1654511708,0
1654511709,0
1654511710,0
1654511710,0
1654511711,0
1654511712,0
1654511713,0
1654511714,0
1654511715,0
1654511716,0
1654511717,0
1654511718,0
1654511719,0
1654511720,0
1654511721,0
1654511722,0
1654511723,0
1654511724,0
1654511725,0
1654511726,0
1654511727,0
1654511728,0
1654511729,0
1654511730,0
1654511731,0
1654511732,0
1654511733,0
1654511734,0
1654511735,0
1654511736,0
1654511737,0
1654511738,0
1654511739,0
1654511740,0
1654511741,0
1654511742,0
1654511743,0
1654511744,0
1654511745,0
1654511746,0
1654511747,0
1654511748,0
1654511749,0
1654511750,0
1654511751,0
1654511752,0
1654511753,0
1654511754,0
1654511755,0
1654511756,0
1654511757,0
1654511758,0
1654511759,0
1654511760,0
1654511761,0
1654511762,0
1654511763,0
1654511764,0
1654511765,0
1654511766,0
1654511767,0
1654511768,0
1654511769,0
1654511770,0
1654511771,0
1654511772,0
1654511773,0
1654511774,0
1654511775,0
1654511776,0
1654511777,0
1654511778,0
1654511779,0
1654511780,0
1654511781,0
1654511782,0
1654511783,0
1654511784,0
1654511785,0
1654511786,0
1654511787,0
1654511788,0
1654511789,0
1654511790,0
1654511791,0
1654511792,0
1654511793,0
1654511794,0
1654511795,0
1654511796,0
1654511797,0
1654511798,0
1654511799,0
1654511800,0
1654511801,0
1654511802,0
1654511803,0
1654511804,0
1654511805,0
1654511806,0
1654511807,0
1654511808,0
1654511809,0
1654511810,0
1654511811,0
1654511812,0
1654511813,0
1654511814,0
1654511815,0
1654511816,0
1654511817,0
1654511818,0
1654511819,0
1654511820,0
1654511821,0
1654511822,0
1654511823,0
1654511824,0
1654511825,0
1654511826,0
1654511827,0
1654511828,0
1654511829,0
1654511830,0
1654511831,0
1654511832,0
1654511833,0
1654511834,0
1654511835,0
1654511836,0
1654511837,0
1654511838,0
1654511839,0
1654511840,0
1654511841,0
1654511843,0
1654511844,0
1654511845,0
1654511846,0
1654511847,0
1654511847,0
1654511848,0
1654511849,0
1654511850,0
1654511851,0
1654511852,0
1654511853,0
1654511854,0
1654511855,0
1654511856,0
1654511857,0
1654511858,0
1654511859,0
1654511860,0
1654511861,0
1654511862,0
1654511863,0
1654511864,0
1654511865,0
1654511866,0
1654511867,0
1654511868,0
1654511869,0
1654511870,0
1654511871,0
1654511872,0
1654511873,0
1654511874,0
1654511875,0
1654511876,0
1654511877,0
1654511878,0
1654511879,0
1654511880,0
1654511881,0
1654511882,0
1654511883,0
1654511884,0
1654511885,0
1654511886,0
1654511887,0
1654511888,0
1654511889,0
1654511890,0
1654511891,0
1654511892,0
1654511893,0
1654511894,0
1654511895,0
1654511896,0
1654511897,0
1654511898,0
1654511899,0
1654511900,0
1654511901,0
1654511902,0
1654511903,0
1654511904,0
1654511905,0
1654511906,0
1654511907,0
1654511908,0
1654511909,0
1654511910,0
1654511911,0
1654511912,0
1654511913,0
1654511914,0
1654511915,0
1654511916,0
1654511917,0
1654511918,0
1654511919,0
1654511920,0
1654511921,0
1654511922,0
1654511923,0
1654511924,0
1654511925,0
1654511926,0
1654511927,0
1654511928,0
1654511929,0
1654511930,0
1654511931,0
1654511932,0
1654511933,0
1654511934,0
1654511935,0
1654511936,0
1654511937,0
1654511938,0
1654511939,0
1654511940,0
1654511941,0
1654511942,0
1654511943,0
1654511944,0
1654511945,0
1654511946,0
1654511947,0
1654511948,0
1654511949,0
1654511950,0
1654511951,0
1654511952,0
1654511953,0
1654511954,0
1654511955,0
1654511956,0
1654511957,0
1654511958,0
1654511959,0
1654511960,0
1654511961,0
1654511962,0
1654511963,0
1654511964,0
1654511965,0
1654511966,0
1654511967,0
1654511968,0
1654511969,0
1654511970,0
1654511971,0
1654511972,0
1654511973,0
1654511974,0
1654511975,0
1654511977,0
1654511977,0
1654511979,0
1654511980,0
1654511981,0
1654511982,0
1654511983,0
1654511984,0
1654511984,0
1654511985,0
1654511986,0
1654511987,0
1654511988,0
1654511989,0
1654511990,0
1654511991,0
1654511992,0
1654511993,0
1654511994,0
1654511995,0
1654511996,0
1654511997,0
1654511998,0
1654511999,0
1654512000,0
1654512001,0
1654512002,0
1654512003,0
1654512004,0
1654512005,0
1654512006,0
1654512007,0
1654512008,0
1654512009,0
1654512010,0
1654512011,0
1654512012,0
1654512013,0
1654512014,0
1654512015,0
1654512016,0
1654512018,0
1654512018,0
1654512019,0
1654512020,0
1654512021,0
1654512022,0
1654512023,0
1654512024,0
1654512025,0
1654512026,0
1654512027,0
1654512028,0
1654512029,0
1654512030,0
1654512031,0
1654512032,0
1654512033,0
1654512034,0
1654512035,0
1654512036,0
1654512037,0
1654512038,0
1654512039,0
1654512040,0
1654512041,0
1654512042,0
1654512043,0
1654512044,0
1654512045,0
1654512046,0
1654512047,0
1654512048,0
1654512049,0
1654512050,0
1654512051,0
1654512052,0
1654512053,0
1654512054,0
1654512055,0
1654512056,0
1654512057,0
1654512058,0
1654512059,0
1654512060,0
1654512061,0
1654512062,0
1654512063,0
1654512064,0
1654512065,0
1654512066,0
1654512067,0
1654512068,0
1654512069,0
1654512070,0
1654512071,0
1654512072,0
1654512073,0
1654512074,0
1654512075,0
1654512076,0
1654512077,0
1654512078,0
1654512079,0
1654512080,0
1654512081,0
1654512082,0
1654512083,0
1654512084,0
1654512085,0
1654512086,0
1654512087,0
1654512088,0
1654512089,0
1654512090,0
1654512091,0
1654512092,0
1654512093,0
1654512094,0
1654512095,4
1654512096,15
1654512097,15
1654512098,15
1654512099,15
1654512100,15
1654512101,15
1654512102,15
1654512103,15
1654512104,15
1654512105,15
1654512106,15
1654512107,15
1654512108,15
1654512109,15
1654512110,15
1654512111,15
1654512113,15
1654512113,0
1654512114,0
1654512116,0
1654512117,0
1654512118,0
1654512119,0
1654512120,0
1654512121,0
1654512121,0
1654512122,0
1654512123,0
1654512124,0
1654512125,0
1654512126,0
1654512127,0
1654512128,0
1654512129,0
1654512130,0
1654512131,0
1654512132,0
1654512133,0
1654512134,0
1654512135,0
1654512136,0
1654512137,0
1654512138,0
1654512139,0
1654512140,0
1654512141,0
1654512142,0
1654512143,0
1654512144,0
1654512145,0
1654512146,0
1654512147,0
1654512148,0
1654512149,0
1654512150,0
1654512151,0
1654512152,0
1654512153,0
1654512154,0
1654512155,0
1654512156,0
1654512157,0
1654512158,0
1654512159,0
1654512160,0
1654512161,0
1654512162,0
1654512163,0
1654512164,0
1654512165,0
1654512166,0
1654512167,0
1654512168,0
1654512169,0
1654512170,0
1654512171,0
1654512172,0
1654512173,0
1654512174,0
1654512175,0
1654512176,0
1654512177,0
1654512178,0
1654512179,0
1654512180,0
1654512181,0
1654512182,0
1654512183,0
1654512184,0
1654512185,0
1654512186,0
1654512187,0
1654512188,0
1654512189,0
1654512190,0
1654512191,0
1654512192,0
1654512193,0
1654512194,0
1654512195,0
1654512196,0
1654512201,0
1654512202,0
1654512202,0
1654512202,0
1654512208,0
1654512208,0
1654512208,0
1654512208,0
1654512208,0
1654512208,0
1654512208,0
1654512208,0
1654512209,0
1654512210,0
1654512211,0
1654512212,0
1654512213,0
1654512214,0
1654512215,0
1654512216,0
1654512217,0
1654512218,0
1654512219,0
1654512220,0
1654512221,0
1654512222,0
1654512223,0
1654512224,0
1654512225,0
1654512226,0
1654512227,0
1654512228,0
1654512229,0
1654512230,0
1654512231,0
1654512232,0
1654512233,0
1654512234,0
1654512235,0
1654512236,0
1654512237,0
1654512238,0
1654512239,0
1654512240,0
1654512241,0
1654512242,0
1654512243,0
1654512244,0
1654512245,0
1654512246,0
1654512247,0
1654512248,0
1654512249,0
1654512251,0
1654512252,0
1654512253,0
1654512254,0
1654512255,0
1654512256,0
1654512257,0
1654512258,0
1654512259,0
1654512260,0
1654512260,0
1654512261,0
1654512262,0
1654512263,0
1654512264,0
1654512265,0
1654512266,0
1654512267,0
1654512268,0
1654512269,0
1654512270,0
1654512271,0
1654512272,0
1654512273,0
1654512274,0
1654512275,0
1654512276,0
1654512277,0
1654512278,0
1654512279,0
1654512280,0
1654512281,0
1654512282,0
1654512284,0
1654512284,0
1654512285,0
1654512286,0
1654512287,0
1654512288,0
1654512289,0
1654512290,0
1654512291,0
1654512292,0
1654512293,0
1654512294,0
1654512295,0
1654512296,0
1654512297,0
1654512298,612
1654512299,597
1654512300,584
1654512301,75
1654512302,59
1654512303,57
1654512304,57
1654512305,56
1654512306,56
1654512307,55
1654512308,56
1654512309,56
1654512310,56
1654512311,56
1654512312,55
1654512313,55
1654512314,55
1654512315,55
1654512316,55
1654512317,55
1654512318,54
1654512319,54
1654512320,54
1654512321,55
1654512322,55
1654512323,55
1654512324,55
1654512325,55
1654512326,54
1654512327,54
1654512328,54
1654512329,54
1654512330,54
1654512331,53
1654512332,54
1654512333,53
1654512334,53
1654512335,53
1654512336,53
1654512337,53
1654512338,53
1654512339,53
1654512340,53
1654512341,52
1654512342,53
1654512343,53
1654512344,53
1654512345,53
1654512346,52
1654512347,52
1654512348,52
1654512349,52
1654512350,52
1654512351,52
1654512352,53
1654512353,52
1654512354,52
1654512355,52
1654512356,52
1654512357,52
